timestamp,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,symbol
2024-03-07,66074.04000000,67980.00000000,65551.00000000,66823.17000000,53059.88690000,2024-03-07 23:59:59.999,3548088039.27360850,2428227,27935.66302000,1867854683.98202980,BTCUSDT
2024-03-08,66823.18000000,69990.00000000,66082.66000000,68124.19000000,74261.93284200,2024-03-08 23:59:59.999,5044395324.39905431,2943927,37711.51458100,2563347797.52868009,BTCUSDT
2024-03-09,68124.20000000,68541.10000000,67861.10000000,68313.27000000,19872.89743000,2024-03-09 23:59:59.999,1355964036.90929860,1345341,10005.59200000,682720256.00282270,BTCUSDT
2024-03-10,68313.28000000,69887.61000000,68094.75000000,68955.88000000,38404.66835000,2024-03-10 23:59:59.999,2659307501.09457810,2139518,19188.79904000,1328747995.99402550,BTCUSDT
2024-03-11,68955.88000000,72800.00000000,67024.96000000,72078.10000000,75292.82572600,2024-03-11 23:59:59.999,5352704377.61880469,3043414,39435.85545900,2803359303.28697282,BTCUSDT
2024-03-12,72078.10000000,73000.00000000,68620.82000000,71452.01000000,68783.54669100,2024-03-12 23:59:59.999,4909667978.55933818,3047890,34517.21293300,2465202174.40722632,BTCUSDT
2024-03-13,71452.00000000,73650.25000000,71333.31000000,73072.41000000,52659.71164700,2024-03-13 23:59:59.999,3829764501.25379279,2501197,26787.08223700,1948382241.88946039,BTCUSDT
2024-03-14,73072.40000000,73777.00000000,68555.00000000,71388.94000000,71757.62874600,2024-03-14 23:59:59.999,5132189849.09663160,2994869,35676.74832600,2552190396.88900670,BTCUSDT
2024-03-15,71388.94000000,72419.71000000,65600.00000000,69499.85000000,103334.03546000,2024-03-15 23:59:59.999,7065279917.87211180,3904445,49844.66515000,3409385750.02117660,BTCUSDT
2024-03-16,69499.84000000,70043.00000000,64780.00000000,65300.63000000,55926.95336000,2024-03-16 23:59:59.999,3788544202.88485590,2729019,27240.19894000,1846731512.27362330,BTCUSDT
2024-03-17,65300.64000000,68904.40000000,64533.00000000,68393.48000000,49742.21589000,2024-03-17 23:59:59.999,3322963634.24251290,2449156,25328.29435000,1692079618.21131060,BTCUSDT
2024-03-18,68393.47000000,68956.00000000,66565.20000000,67609.99000000,55691.08088000,2024-03-18 23:59:59.999,3768277912.41891810,2464515,28529.67219000,1930726566.24924600,BTCUSDT
2024-03-19,67610.00000000,68124.11000000,61555.00000000,61937.40000000,101005.32487000,2024-03-19 23:59:59.999,6484805948.53539280,3593832,48205.28434000,3095258881.70227350,BTCUSDT
2024-03-20,61937.41000000,68100.00000000,60775.00000000,67840.51000000,90420.58592000,2024-03-20 23:59:59.999,5769770052.06258300,3549793,45523.84281000,2907222064.13129160,BTCUSDT
2024-03-21,67840.51000000,68240.47000000,64529.01000000,65501.27000000,53357.48002000,2024-03-21 23:59:59.999,3551223142.96441700,2388390,26650.09786000,1774833851.22152450,BTCUSDT
2024-03-22,65501.28000000,66649.62000000,62260.00000000,63796.64000000,51482.37821000,2024-03-22 23:59:59.999,3310481978.10764530,2492881,24578.87957000,1580940164.12123740,BTCUSDT
2024-03-23,63796.64000000,65999.00000000,63000.00000000,63990.01000000,26410.11409000,2024-03-23 23:59:59.999,1706152172.63161340,1753566,12749.00823000,823892846.71497700,BTCUSDT
2024-03-24,63990.02000000,67628.69000000,63772.29000000,67209.99000000,31395.78015000,2024-03-24 23:59:59.999,2059312948.64868730,1880774,16689.65617000,1095820626.02919970,BTCUSDT
2024-03-25,67210.00000000,71150.00000000,66385.06000000,69880.01000000,53431.14486000,2024-03-25 23:59:59.999,3679964073.81121250,2632220,27815.58769000,1915614174.23976360,BTCUSDT
2024-03-26,69880.00000000,71561.10000000,69280.00000000,69988.00000000,38934.38417000,2024-03-26 23:59:59.999,2738537345.33588000,2176807,19498.85666000,1371708206.53887210,BTCUSDT
2024-03-27,69987.99000000,71769.54000000,68359.18000000,69469.99000000,49119.35685000,2024-03-27 23:59:59.999,3426458581.94334340,2453366,24902.33470000,1737325915.83441790,BTCUSDT
2024-03-28,69469.99000000,71552.06000000,68903.62000000,70780.60000000,35439.03239000,2024-03-28 23:59:59.999,2500571208.00262760,1799897,18007.26883000,1270852446.70774510,BTCUSDT
2024-03-29,70780.60000000,70916.16000000,69009.00000000,69850.54000000,25445.08353000,2024-03-29 23:59:59.999,1779608477.32245370,1522607,11839.09290000,828039936.68545330,BTCUSDT
2024-03-30,69850.53000000,70321.10000000,69540.00000000,69582.18000000,13644.61142000,2024-03-30 23:59:59.999,954555919.68557450,1110488,6423.89367000,449436189.73361900,BTCUSDT
2024-03-31,69582.17000000,71366.00000000,69562.99000000,71280.01000000,19396.34433000,2024-03-31 23:59:59.999,1367523707.26124510,1181926,10142.47988000,715151368.94630210,BTCUSDT
2024-04-01,71280.00000000,71288.23000000,68062.86000000,69649.80000000,41445.32039000,2024-04-01 23:59:59.999,2876486469.46552290,1893438,20211.15024000,1402849944.78228910,BTCUSDT
2024-04-02,69649.81000000,69674.23000000,64550.00000000,65463.99000000,71799.82793000,2024-04-02 23:59:59.999,4750030717.92242550,2662410,35520.17401000,2348263612.30347050,BTCUSDT
2024-04-03,65463.99000000,66903.63000000,64493.07000000,65963.28000000,39887.21778000,2024-04-03 23:59:59.999,2630556596.13592860,2172096,20618.58747000,1360363531.16595170,BTCUSDT
2024-04-04,65963.27000000,69309.91000000,65064.52000000,68487.79000000,41510.48453000,2024-04-04 23:59:59.999,2795469450.57238580,2000945,21013.32173000,1415699952.03815850,BTCUSDT
2024-04-05,68487.80000000,68756.67000000,65952.56000000,67820.62000000,37915.23073000,2024-04-05 23:59:59.999,2555458935.23600890,1901980,18889.98453000,1273220222.76258870,BTCUSDT
2024-04-06,67820.63000000,69692.00000000,67447.83000000,68896.00000000,20134.28919000,2024-04-06 23:59:59.999,1373131967.76481860,1171460,9973.86412000,680800856.20965050,BTCUSDT
2024-04-07,68896.00000000,70326.29000000,68824.00000000,69360.39000000,21534.74433000,2024-04-07 23:59:59.999,1496213373.18557760,1269048,11149.90398000,774906774.52828120,BTCUSDT
2024-04-08,69360.38000000,72797.99000000,69043.24000000,71620.00000000,45723.87624000,2024-04-08 23:59:59.999,3270853309.66294220,2037025,25309.90487000,1811209901.71635400,BTCUSDT
2024-04-09,71620.00000000,71758.19000000,68210.00000000,69146.00000000,39293.90242000,2024-04-09 23:59:59.999,2749007421.64210750,1804157,18896.53756000,1321865585.23805220,BTCUSDT
2024-04-10,69146.00000000,71172.08000000,67518.00000000,70631.08000000,42006.02377000,2024-04-10 23:59:59.999,2901564970.81580420,1852170,20269.34809000,1401023003.73182270,BTCUSDT
2024-04-11,70631.08000000,71305.89000000,69567.21000000,70006.23000000,31917.25595000,2024-04-11 23:59:59.999,2247473274.61625790,1658995,15908.49124000,1120249990.73575260,BTCUSDT
2024-04-12,70006.22000000,71227.46000000,65086.86000000,67116.52000000,56072.86229000,2024-04-12 23:59:59.999,3843551585.32127470,2496617,25935.86464000,1777808491.17045420,BTCUSDT
2024-04-13,67116.52000000,67929.00000000,60660.57000000,63924.51000000,71395.22019000,2024-04-13 23:59:59.999,4614468627.80904480,3341340,33221.66950000,2144846149.68091790,BTCUSDT
2024-04-14,63924.52000000,65840.00000000,62134.00000000,65661.84000000,61599.17818000,2024-04-14 23:59:59.999,3946124834.69703540,2657953,29732.29634000,1904847012.50930860,BTCUSDT
